127.0.0.1 - - [17/Jun/2024:19:49:01 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:33 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:34 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13920
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:34 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:34 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:34 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:02 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15236
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:02 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:02 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:02 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:02 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:03 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:03 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:38 +0700] "GET /WebCosmeticShop/CreateCategory? HTTP/1.1" 200 13041
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:38 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:38 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:52:38 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:33 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:33 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:33 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:33 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:36 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15236
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:36 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:36 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:36 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:36 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:36 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:36 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:38 +0700] "GET /WebCosmeticShop/ShowEditCategoryServlet?catID=Cat001 HTTP/1.1" 200 12367
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:38 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:38 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:38 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:42 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:42 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:42 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:42 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:43 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13920
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:43 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:43 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:43 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/ShowOrderListServlet HTTP/1.1" 200 12052
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/ShowEmployeeListServlet HTTP/1.1" 200 12451
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:44 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:53 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 332090
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:53 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.snow.css.map HTTP/1.1" 200 21255
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:53 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 589892
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:53:53 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.bubble.css.map HTTP/1.1" 200 21600
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:17 +0700] "GET /WebCosmeticShop/ShowProfileServlet HTTP/1.1" 200 22691
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:17 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:17 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:17 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:19 +0700] "GET /WebCosmeticShop/ShowBrandListServlet HTTP/1.1" 200 29755
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:19 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:19 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:19 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:20 +0700] "GET /WebCosmeticShop/ShowEmployeeListServlet HTTP/1.1" 200 12451
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:20 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:20 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:20 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:47 +0700] "GET /WebCosmeticShop/ShowOrderListServlet HTTP/1.1" 200 12052
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:47 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:47 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:57:47 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:58:38 +0700] "GET /WebCosmeticShop/ShowCreateOrderServlet? HTTP/1.1" 200 13075
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:58:38 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:58:38 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:58:38 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:33 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15236
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:33 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:33 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:33 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:33 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:33 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:33 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:35 +0700] "GET /WebCosmeticShop/ShowCategoryGroupServlet HTTP/1.1" 200 20248
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:35 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:35 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:35 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:47 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:47 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:47 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:47 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:51 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0001 HTTP/1.1" 200 22854
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:51 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:51 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:51 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:54 +0700] "GET /WebCosmeticShop/ShowCreateProductServlet? HTTP/1.1" 200 19053
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:54 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:54 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:54 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:57 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0001 HTTP/1.1" 200 22854
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:57 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:57 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:02:57 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:00 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0001 HTTP/1.1" 200 22854
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:00 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:00 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:00 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:03 +0700] "POST /WebCosmeticShop/EditProductServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:03 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:03 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:03:03 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:05:37 +0700] "GET /WebCosmeticShop/ HTTP/1.1" 200 4942
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:05:37 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:05:37 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:21:05:37 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
